name,wikipedia_link
Bearded tachuri,https://wikipedia.org/wiki/Bearded_tachuri
Bearded vulture,https://wikipedia.org/wiki/Bearded_vulture
Bearded wood partridge,https://wikipedia.org/wiki/Bearded_wood_partridge
Bearded woodpecker,https://wikipedia.org/wiki/Bearded_woodpecker
Beaudouin's snake eagle,https://wikipedia.org/wiki/Beaudouin%27s_snake_eagle
Beautiful firetail,https://wikipedia.org/wiki/Beautiful_firetail
Beautiful fruit dove,https://wikipedia.org/wiki/Beautiful_fruit_dove
Beautiful jay,https://wikipedia.org/wiki/Beautiful_jay
Beautiful nuthatch,https://wikipedia.org/wiki/Beautiful_nuthatch
Beautiful sheartail,https://wikipedia.org/wiki/Beautiful_sheartail
Beautiful sibia,https://wikipedia.org/wiki/Beautiful_sibia
Beautiful sunbird,https://wikipedia.org/wiki/Beautiful_sunbird
Beautiful treerunner,https://wikipedia.org/wiki/Beautiful_treerunner
Beautiful woodpecker,https://wikipedia.org/wiki/Beautiful_woodpecker
Beck's petrel,https://wikipedia.org/wiki/Beck%27s_petrel
Bedford's paradise flycatcher,https://wikipedia.org/wiki/Bedford%27s_paradise_flycatcher
Bee hummingbird,https://wikipedia.org/wiki/Bee_hummingbird
Beesley's lark,https://wikipedia.org/wiki/Beesley%27s_lark
Beijing babbler,https://wikipedia.org/wiki/Beijing_babbler
Belcher's gull,https://wikipedia.org/wiki/Belcher%27s_gull
Belding's yellowthroat,https://wikipedia.org/wiki/Belding%27s_yellowthroat
Belford's melidectes,https://wikipedia.org/wiki/Belford%27s_melidectes
Bell miner,https://wikipedia.org/wiki/Bell_miner
Bell's sparrow,https://wikipedia.org/wiki/Bell%27s_sparrow
Bell's vireo,https://wikipedia.org/wiki/Bell%27s_vireo
Belted flycatcher,https://wikipedia.org/wiki/Belted_flycatcher
Belted kingfisher,https://wikipedia.org/wiki/Belted_kingfisher
Bendire's thrasher,https://wikipedia.org/wiki/Bendire%27s_thrasher
Bengal bush lark,https://wikipedia.org/wiki/Bengal_bush_lark
Bengal florican,https://wikipedia.org/wiki/Bengal_florican
Benguela long-billed lark,https://wikipedia.org/wiki/Benguela_long-billed_lark
Benguet bush warbler,https://wikipedia.org/wiki/Benguet_bush_warbler
Bennett's woodpecker,https://wikipedia.org/wiki/Bennett%27s_woodpecker
Berlepsch's canastero,https://wikipedia.org/wiki/Berlepsch%27s_canastero
Berlepsch's tinamou,https://wikipedia.org/wiki/Berlepsch%27s_tinamou
Bermuda flicker,https://wikipedia.org/wiki/Bermuda_flicker
Bermuda hawk,https://wikipedia.org/wiki/Bermuda_hawk
Bermuda night heron,https://wikipedia.org/wiki/Bermuda_night_heron
Bermuda petrel,https://wikipedia.org/wiki/Bermuda_petrel
Bermuda saw-whet owl,https://wikipedia.org/wiki/Bermuda_saw-whet_owl
Bermuda towhee,https://wikipedia.org/wiki/Bermuda_towhee
Bernier's teal,https://wikipedia.org/wiki/Bernier%27s_teal
Bernier's vanga,https://wikipedia.org/wiki/Bernier%27s_vanga
Berthelot's pipit,https://wikipedia.org/wiki/Berthelot%27s_pipit
Bertoni's antbird,https://wikipedia.org/wiki/Bertoni%27s_antbird
Bertram's weaver,https://wikipedia.org/wiki/Bertram%27s_weaver
Berylline hummingbird,https://wikipedia.org/wiki/Berylline_hummingbird
Beryl-spangled tanager,https://wikipedia.org/wiki/Beryl-spangled_tanager
Besra,https://wikipedia.org/wiki/Besra
Bewick's wren,https://wikipedia.org/wiki/Bewick%27s_wren
Bhutan laughingthrush,https://wikipedia.org/wiki/Bhutan_laughingthrush
Biak black flycatcher,https://wikipedia.org/wiki/Biak_black_flycatcher
Biak coucal,https://wikipedia.org/wiki/Biak_coucal
Biak gerygone,https://wikipedia.org/wiki/Biak_gerygone
Biak leaf warbler,https://wikipedia.org/wiki/Biak_leaf_warbler
Biak lorikeet,https://wikipedia.org/wiki/Biak_lorikeet
Biak monarch,https://wikipedia.org/wiki/Biak_monarch
Biak paradise kingfisher,https://wikipedia.org/wiki/Biak_paradise_kingfisher
Biak scops owl,https://wikipedia.org/wiki/Biak_scops_owl
Biak scrubfowl,https://wikipedia.org/wiki/Biak_scrubfowl
Biak whistler,https://wikipedia.org/wiki/Biak_whistler
Biak white-eye,https://wikipedia.org/wiki/Biak_white-eye
Bianchi's warbler,https://wikipedia.org/wiki/Bianchi%27s_warbler
Bicknell's thrush,https://wikipedia.org/wiki/Bicknell%27s_thrush
Bicol ground warbler,https://wikipedia.org/wiki/Bicol_ground_warbler
Bicolored antbird,https://wikipedia.org/wiki/Bicolored_antbird
Bicolored antpitta,https://wikipedia.org/wiki/Bicolored_antpitta
Bicolored antvireo,https://wikipedia.org/wiki/Bicolored_antvireo
Bicolored conebill,https://wikipedia.org/wiki/Bicolored_conebill
Bicolored flowerpecker,https://wikipedia.org/wiki/Bicolored_flowerpecker
Bicolored hawk,https://wikipedia.org/wiki/Bicolored_hawk
Bicolored scrubwren,https://wikipedia.org/wiki/Bicolored_scrubwren
Bicolored wren,https://wikipedia.org/wiki/Bicolored_wren
Biddulph's ground jay,https://wikipedia.org/wiki/Biddulph%27s_ground_jay
Bimaculated lark,https://wikipedia.org/wiki/Bimaculated_lark
Biscutate swift,https://wikipedia.org/wiki/Biscutate_swift
Bishop's oo,https://wikipedia.org/wiki/Bishop%27s_oo
Bismarck black myzomela,https://wikipedia.org/wiki/Bismarck_black_myzomela
Bismarck crow,https://wikipedia.org/wiki/Bismarck_crow
Bismarck fantail,https://wikipedia.org/wiki/Bismarck_fantail
Bismarck hanging parrot,https://wikipedia.org/wiki/Bismarck_hanging_parrot
Bismarck kingfisher,https://wikipedia.org/wiki/Bismarck_kingfisher
Bismarck pitta,https://wikipedia.org/wiki/Bismarck_pitta
Bismarck whistler,https://wikipedia.org/wiki/Bismarck_whistler
Bismarck white-eye,https://wikipedia.org/wiki/Bismarck_white-eye
Black antbird,https://wikipedia.org/wiki/Black_antbird
Black antshrike,https://wikipedia.org/wiki/Black_antshrike
Black baza,https://wikipedia.org/wiki/Black_baza
Black bee-eater,https://wikipedia.org/wiki/Black_bee-eater
Black berrypecker,https://wikipedia.org/wiki/Black_berrypecker
Black bishop,https://wikipedia.org/wiki/Black_bishop
Black bittern,https://wikipedia.org/wiki/Black_bittern
Black boubou,https://wikipedia.org/wiki/Black_boubou
Black bulbul,https://wikipedia.org/wiki/Black_bulbul
Black bushbird,https://wikipedia.org/wiki/Black_bushbird
Black butcherbird,https://wikipedia.org/wiki/Black_butcherbird
Black caracara,https://wikipedia.org/wiki/Black_caracara
Black catbird,https://wikipedia.org/wiki/Black_catbird
Black cicadabird,https://wikipedia.org/wiki/Black_cicadabird
Black coucal,https://wikipedia.org/wiki/Black_coucal
Black crake,https://wikipedia.org/wiki/Black_crake
Black crowned crane,https://wikipedia.org/wiki/Black_crowned_crane
Black cuckoo,https://wikipedia.org/wiki/Black_cuckoo
Black cuckoo-dove,https://wikipedia.org/wiki/Black_cuckoo-dove
Black cuckooshrike,https://wikipedia.org/wiki/Black_cuckooshrike
Black curassow,https://wikipedia.org/wiki/Black_curassow
Black currawong,https://wikipedia.org/wiki/Black_currawong
Black drongo,https://wikipedia.org/wiki/Black_drongo
Black dwarf hornbill,https://wikipedia.org/wiki/Black_dwarf_hornbill
Black eagle,https://wikipedia.org/wiki/Black_eagle
Black falcon,https://wikipedia.org/wiki/Black_falcon
Black fantail,https://wikipedia.org/wiki/Black_fantail
Black flowerpiercer,https://wikipedia.org/wiki/Black_flowerpiercer
Black francolin,https://wikipedia.org/wiki/Black_francolin
Black grasswren,https://wikipedia.org/wiki/Black_grasswren
Black grouse,https://wikipedia.org/wiki/Black_grouse
Black guan,https://wikipedia.org/wiki/Black_guan
Black guillemot,https://wikipedia.org/wiki/Black_guillemot
Black guineafowl,https://wikipedia.org/wiki/Black_guineafowl
Black harrier,https://wikipedia.org/wiki/Black_harrier
Black hawk-eagle,https://wikipedia.org/wiki/Black_hawk-eagle
Black heron,https://wikipedia.org/wiki/Black_heron
Black honey buzzard,https://wikipedia.org/wiki/Black_honey_buzzard
Black honeyeater,https://wikipedia.org/wiki/Black_honeyeater
Black hornbill,https://wikipedia.org/wiki/Black_hornbill
Black imperial pigeon,https://wikipedia.org/wiki/Black_imperial_pigeon
Black inca,https://wikipedia.org/wiki/Black_inca
Black jacobin,https://wikipedia.org/wiki/Black_jacobin
Black kite,https://wikipedia.org/wiki/Black_kite
Black lark,https://wikipedia.org/wiki/Black_lark
Black laughingthrush,https://wikipedia.org/wiki/Black_laughingthrush
Black lory,https://wikipedia.org/wiki/Black_lory
Black magpie,https://wikipedia.org/wiki/Black_magpie
Black mamo,https://wikipedia.org/wiki/Black_mamo
Black manakin,https://wikipedia.org/wiki/Black_manakin
Black mannikin,https://wikipedia.org/wiki/Black_mannikin
Black metaltail,https://wikipedia.org/wiki/Black_metaltail
Black monarch,https://wikipedia.org/wiki/Black_monarch
Black noddy,https://wikipedia.org/wiki/Black_noddy
Black nunbird,https://wikipedia.org/wiki/Black_nunbird
Black oriole,https://wikipedia.org/wiki/Black_oriole
Black oropendola,https://wikipedia.org/wiki/Black_oropendola
Black oystercatcher,https://wikipedia.org/wiki/Black_oystercatcher
Black partridge,https://wikipedia.org/wiki/Black_partridge
Black petrel,https://wikipedia.org/wiki/Black_petrel
Black phoebe,https://wikipedia.org/wiki/Black_phoebe
Black pitohui,https://wikipedia.org/wiki/Black_pitohui
Black rail,https://wikipedia.org/wiki/Black_rail
Black redstart,https://wikipedia.org/wiki/Black_redstart
Black robin,https://wikipedia.org/wiki/Black_robin
Black rosy finch,https://wikipedia.org/wiki/Black_rosy_finch
Black saw-wing,https://wikipedia.org/wiki/Black_saw-wing
Black scimitarbill,https://wikipedia.org/wiki/Black_scimitarbill
Black scoter,https://wikipedia.org/wiki/Black_scoter
Black scrub robin,https://wikipedia.org/wiki/Black_scrub_robin
Black shama,https://wikipedia.org/wiki/Black_shama
Black sicklebill,https://wikipedia.org/wiki/Black_sicklebill
Black siskin,https://wikipedia.org/wiki/Black_siskin
Black sittella,https://wikipedia.org/wiki/Black_sittella
Black skimmer,https://wikipedia.org/wiki/Black_skimmer
Black solitaire,https://wikipedia.org/wiki/Black_solitaire
Black sparrowhawk,https://wikipedia.org/wiki/Black_sparrowhawk
Black spinetail,https://wikipedia.org/wiki/Black_spinetail
Black stilt,https://wikipedia.org/wiki/Black_stilt
Black stork,https://wikipedia.org/wiki/Black_stork
Black storm petrel,https://wikipedia.org/wiki/Black_storm_petrel
Black sunbird,https://wikipedia.org/wiki/Black_sunbird
Black swan,https://wikipedia.org/wiki/Black_swan
Black tern,https://wikipedia.org/wiki/Black_tern
Black thicket fantail,https://wikipedia.org/wiki/Black_thicket_fantail
Black thrush,https://wikipedia.org/wiki/Black_thrush
Black tinamou,https://wikipedia.org/wiki/Black_tinamou
Black turnstone,https://wikipedia.org/wiki/Black_turnstone
Black vulture,https://wikipedia.org/wiki/Black_vulture
Black wheatear,https://wikipedia.org/wiki/Black_wheatear
Black woodpecker,https://wikipedia.org/wiki/Black_woodpecker
Black-and-buff woodpecker,https://wikipedia.org/wiki/Black-and-buff_woodpecker
Black-and-chestnut eagle,https://wikipedia.org/wiki/Black-and-chestnut_eagle
Black-and-chestnut warbling finch,https://wikipedia.org/wiki/Black-and-chestnut_warbling_finch
Black-and-cinnamon fantail,https://wikipedia.org/wiki/Black-and-cinnamon_fantail
Black-and-crimson oriole,https://wikipedia.org/wiki/Black-and-crimson_oriole
Black-and-gold cotinga,https://wikipedia.org/wiki/Black-and-gold_cotinga
Black-and-gold tanager,https://wikipedia.org/wiki/Black-and-gold_tanager
Black-and-orange flycatcher,https://wikipedia.org/wiki/Black-and-orange_flycatcher
Black-and-red broadbill,https://wikipedia.org/wiki/Black-and-red_broadbill
Black-and-rufous swallow,https://wikipedia.org/wiki/Black-and-rufous_swallow
Black-and-rufous warbling finch,https://wikipedia.org/wiki/Black-and-rufous_warbling_finch
Black-and-tawny seedeater,https://wikipedia.org/wiki/Black-and-tawny_seedeater
Black-and-white antbird,https://wikipedia.org/wiki/Black-and-white_antbird
Black-and-white becard,https://wikipedia.org/wiki/Black-and-white_becard
Black-and-white bulbul,https://wikipedia.org/wiki/Black-and-white_bulbul
Black-and-white hawk-eagle,https://wikipedia.org/wiki/Black-and-white_hawk-eagle
Black-and-white mannikin,https://wikipedia.org/wiki/Black-and-white_mannikin
Black-and-white monjita,https://wikipedia.org/wiki/Black-and-white_monjita
Black-and-white owl,https://wikipedia.org/wiki/Black-and-white_owl
Black-and-white seedeater,https://wikipedia.org/wiki/Black-and-white_seedeater
Black-and-white shrike-flycatcher,https://wikipedia.org/wiki/Black-and-white_shrike-flycatcher
Black-and-white tanager,https://wikipedia.org/wiki/Black-and-white_tanager
Black-and-white tody-flycatcher,https://wikipedia.org/wiki/Black-and-white_tody-flycatcher
Black-and-white triller,https://wikipedia.org/wiki/Black-and-white_triller
Black-and-white warbler,https://wikipedia.org/wiki/Black-and-white_warbler
Black-and-white-casqued hornbill,https://wikipedia.org/wiki/Black-and-white-casqued_hornbill
Black-and-yellow broadbill,https://wikipedia.org/wiki/Black-and-yellow_broadbill
Black-and-yellow grosbeak,https://wikipedia.org/wiki/Black-and-yellow_grosbeak
Black-and-yellow phainoptila,https://wikipedia.org/wiki/Black-and-yellow_phainoptila
Black-and-yellow tanager,https://wikipedia.org/wiki/Black-and-yellow_tanager
Black-backed antshrike,https://wikipedia.org/wiki/Black-backed_antshrike
Black-backed barbet,https://wikipedia.org/wiki/Black-backed_barbet
Black-backed bittern,https://wikipedia.org/wiki/Black-backed_bittern
Black-backed bush tanager,https://wikipedia.org/wiki/Black-backed_bush_tanager
Black-backed butcherbird,https://wikipedia.org/wiki/Black-backed_butcherbird
Black-backed cisticola,https://wikipedia.org/wiki/Black-backed_cisticola
Black-backed forktail,https://wikipedia.org/wiki/Black-backed_forktail
Black-backed grosbeak,https://wikipedia.org/wiki/Black-backed_grosbeak
Black-backed oriole,https://wikipedia.org/wiki/Black-backed_oriole
Black-backed puffback,https://wikipedia.org/wiki/Black-backed_puffback
Black-backed swamphen,https://wikipedia.org/wiki/Black-backed_swamphen
Black-backed tanager,https://wikipedia.org/wiki/Black-backed_tanager
Black-backed thornbill,https://wikipedia.org/wiki/Black-backed_thornbill
Black-backed thrush,https://wikipedia.org/wiki/Black-backed_thrush
Black-backed tody-flycatcher,https://wikipedia.org/wiki/Black-backed_tody-flycatcher
Black-backed water tyrant,https://wikipedia.org/wiki/Black-backed_water_tyrant
Black-backed woodpecker,https://wikipedia.org/wiki/Black-backed_woodpecker
Black-banded barbet,https://wikipedia.org/wiki/Black-banded_barbet
Black-banded crake,https://wikipedia.org/wiki/Black-banded_crake
Black-banded flycatcher,https://wikipedia.org/wiki/Black-banded_flycatcher
Black-banded fruit dove,https://wikipedia.org/wiki/Black-banded_fruit_dove
Black-banded owl,https://wikipedia.org/wiki/Black-banded_owl
Black-banded woodcreeper,https://wikipedia.org/wiki/Black-banded_woodcreeper
Black-bellied antwren,https://wikipedia.org/wiki/Black-bellied_antwren
Black-bellied bustard,https://wikipedia.org/wiki/Black-bellied_bustard
Black-bellied cuckoo,https://wikipedia.org/wiki/Black-bellied_cuckoo
Black-bellied cuckooshrike,https://wikipedia.org/wiki/Black-bellied_cuckooshrike
Black-bellied firefinch,https://wikipedia.org/wiki/Black-bellied_firefinch
Black-bellied gnateater,https://wikipedia.org/wiki/Black-bellied_gnateater
Black-bellied hummingbird,https://wikipedia.org/wiki/Black-bellied_hummingbird
Black-bellied malkoha,https://wikipedia.org/wiki/Black-bellied_malkoha
Black-bellied myzomela,https://wikipedia.org/wiki/Black-bellied_myzomela
Black-bellied sandgrouse,https://wikipedia.org/wiki/Black-bellied_sandgrouse
Black-bellied seedcracker,https://wikipedia.org/wiki/Black-bellied_seedcracker
Black-bellied seedeater,https://wikipedia.org/wiki/Black-bellied_seedeater
Black-bellied starling,https://wikipedia.org/wiki/Black-bellied_starling
Black-bellied storm petrel,https://wikipedia.org/wiki/Black-bellied_storm_petrel
Black-bellied sunbird,https://wikipedia.org/wiki/Black-bellied_sunbird
Black-bellied tern,https://wikipedia.org/wiki/Black-bellied_tern
Black-bellied thorntail,https://wikipedia.org/wiki/Black-bellied_thorntail
Black-bellied whistling duck,https://wikipedia.org/wiki/Black-bellied_whistling_duck
Black-bellied wren,https://wikipedia.org/wiki/Black-bellied_wren
Black-belted flowerpecker,https://wikipedia.org/wiki/Black-belted_flowerpecker
Black-bibbed cicadabird,https://wikipedia.org/wiki/Black-bibbed_cicadabird
Black-bibbed monarch,https://wikipedia.org/wiki/Black-bibbed_monarch
Black-bibbed tit,https://wikipedia.org/wiki/Black-bibbed_tit
Black-billed amazon,https://wikipedia.org/wiki/Black-billed_amazon
Black-billed barbet,https://wikipedia.org/wiki/Black-billed_barbet
Black-billed brushturkey,https://wikipedia.org/wiki/Black-billed_brushturkey
Black-billed capercaillie,https://wikipedia.org/wiki/Black-billed_capercaillie
Black-billed coucal,https://wikipedia.org/wiki/Black-billed_coucal
Black-billed cuckoo,https://wikipedia.org/wiki/Black-billed_cuckoo
Black-billed flycatcher,https://wikipedia.org/wiki/Black-billed_flycatcher
Black-billed gull,https://wikipedia.org/wiki/Black-billed_gull
Black-billed koel,https://wikipedia.org/wiki/Black-billed_koel
Black-billed magpie,https://wikipedia.org/wiki/Black-billed_magpie
Black-billed mountain toucan,https://wikipedia.org/wiki/Black-billed_mountain_toucan
Black-billed nightingale-thrush,https://wikipedia.org/wiki/Black-billed_nightingale-thrush
Black-billed peppershrike,https://wikipedia.org/wiki/Black-billed_peppershrike
Black-billed scythebill,https://wikipedia.org/wiki/Black-billed_scythebill
Black-billed seed finch,https://wikipedia.org/wiki/Black-billed_seed_finch
Black-billed shrike-tyrant,https://wikipedia.org/wiki/Black-billed_shrike-tyrant
Black-billed sicklebill,https://wikipedia.org/wiki/Black-billed_sicklebill
Black-billed streamertail,https://wikipedia.org/wiki/Black-billed_streamertail
Black-billed thrush,https://wikipedia.org/wiki/Black-billed_thrush
Black-billed treehunter,https://wikipedia.org/wiki/Black-billed_treehunter
Black-billed turaco,https://wikipedia.org/wiki/Black-billed_turaco
Black-billed weaver,https://wikipedia.org/wiki/Black-billed_weaver
Black-billed wood dove,https://wikipedia.org/wiki/Black-billed_wood_dove
Black-billed wood hoopoe,https://wikipedia.org/wiki/Black-billed_wood_hoopoe
Black-bodied woodpecker,https://wikipedia.org/wiki/Black-bodied_woodpecker
Black-breasted barbet,https://wikipedia.org/wiki/Black-breasted_barbet
Black-breasted boatbill,https://wikipedia.org/wiki/Black-breasted_boatbill
Black-breasted buttonquail,https://wikipedia.org/wiki/Black-breasted_buttonquail
Black-breasted buzzard,https://wikipedia.org/wiki/Black-breasted_buzzard
Black-breasted hillstar,https://wikipedia.org/wiki/Black-breasted_hillstar
Black-breasted mannikin,https://wikipedia.org/wiki/Black-breasted_mannikin
Black-breasted myzomela,https://wikipedia.org/wiki/Black-breasted_myzomela
Black-breasted parrotbill,https://wikipedia.org/wiki/Black-breasted_parrotbill
Black-breasted puffbird,https://wikipedia.org/wiki/Black-breasted_puffbird
Black-breasted puffleg,https://wikipedia.org/wiki/Black-breasted_puffleg
Black-breasted thrush,https://wikipedia.org/wiki/Black-breasted_thrush
Black-breasted weaver,https://wikipedia.org/wiki/Black-breasted_weaver
Black-breasted wood quail,https://wikipedia.org/wiki/Black-breasted_wood_quail
Black-browed albatross,https://wikipedia.org/wiki/Black-browed_albatross
Black-browed babbler,https://wikipedia.org/wiki/Black-browed_babbler
Black-browed barbet,https://wikipedia.org/wiki/Black-browed_barbet
Black-browed bushtit,https://wikipedia.org/wiki/Black-browed_bushtit
Black-browed fulvetta,https://wikipedia.org/wiki/Black-browed_fulvetta
Black-browed greenbul,https://wikipedia.org/wiki/Black-browed_greenbul
Black-browed reed warbler,https://wikipedia.org/wiki/Black-browed_reed_warbler
Black-browed triller,https://wikipedia.org/wiki/Black-browed_triller
Blackburnian warbler,https://wikipedia.org/wiki/Blackburnian_warbler
Blackcap babbler,https://wikipedia.org/wiki/Blackcap_babbler
Blackcap illadopsis,https://wikipedia.org/wiki/Blackcap_illadopsis
Black-capped antwren,https://wikipedia.org/wiki/Black-capped_antwren
Black-capped apalis,https://wikipedia.org/wiki/Black-capped_apalis
Black-capped babbler,https://wikipedia.org/wiki/Black-capped_babbler
Black-capped becard,https://wikipedia.org/wiki/Black-capped_becard
Black-capped bulbul,https://wikipedia.org/wiki/Black-capped_bulbul
Black-capped catbird,https://wikipedia.org/wiki/Black-capped_catbird
Black-capped chickadee,https://wikipedia.org/wiki/Black-capped_chickadee
Black-capped donacobius,https://wikipedia.org/wiki/Black-capped_donacobius
Black-capped flycatcher,https://wikipedia.org/wiki/Black-capped_flycatcher
Black-capped foliage-gleaner,https://wikipedia.org/wiki/Black-capped_foliage-gleaner
Black-capped gnatcatcher,https://wikipedia.org/wiki/Black-capped_gnatcatcher
Black-capped hemispingus,https://wikipedia.org/wiki/Black-capped_hemispingus
Black-capped kingfisher,https://wikipedia.org/wiki/Black-capped_kingfisher
Black-capped lory,https://wikipedia.org/wiki/Black-capped_lory
Black-capped paradise kingfisher,https://wikipedia.org/wiki/Black-capped_paradise_kingfisher
Black-capped parakeet,https://wikipedia.org/wiki/Black-capped_parakeet
Black-capped petrel,https://wikipedia.org/wiki/Black-capped_petrel
Black-capped piprites,https://wikipedia.org/wiki/Black-capped_piprites
Black-capped pygmy tyrant,https://wikipedia.org/wiki/Black-capped_pygmy_tyrant
Black-capped screech owl,https://wikipedia.org/wiki/Black-capped_screech_owl
Black-capped siskin,https://wikipedia.org/wiki/Black-capped_siskin
Black-capped social weaver,https://wikipedia.org/wiki/Black-capped_social_weaver
Black-capped sparrow,https://wikipedia.org/wiki/Black-capped_sparrow
Black-capped speirops,https://wikipedia.org/wiki/Black-capped_speirops
Black-capped swallow,https://wikipedia.org/wiki/Black-capped_swallow
Black-capped tanager,https://wikipedia.org/wiki/Black-capped_tanager
Black-capped tinamou,https://wikipedia.org/wiki/Black-capped_tinamou
Black-capped tyrannulet,https://wikipedia.org/wiki/Black-capped_tyrannulet
Black-capped vireo,https://wikipedia.org/wiki/Black-capped_vireo
Black-capped warbling finch,https://wikipedia.org/wiki/Black-capped_warbling_finch
Black-capped white-eye,https://wikipedia.org/wiki/Black-capped_white-eye
Black-capped woodland warbler,https://wikipedia.org/wiki/Black-capped_woodland_warbler
Black-casqued hornbill,https://wikipedia.org/wiki/Black-casqued_hornbill
Black-cheeked ant tanager,https://wikipedia.org/wiki/Black-cheeked_ant_tanager
Black-cheeked gnateater,https://wikipedia.org/wiki/Black-cheeked_gnateater
Black-cheeked lovebird,https://wikipedia.org/wiki/Black-cheeked_lovebird
Black-cheeked warbler,https://wikipedia.org/wiki/Black-cheeked_warbler
Black-cheeked waxbill,https://wikipedia.org/wiki/Black-cheeked_waxbill
Black-cheeked woodpecker,https://wikipedia.org/wiki/Black-cheeked_woodpecker
Black-chested buzzard-eagle,https://wikipedia.org/wiki/Black-chested_buzzard-eagle
Black-chested fruiteater,https://wikipedia.org/wiki/Black-chested_fruiteater
Black-chested jay,https://wikipedia.org/wiki/Black-chested_jay
Black-chested mountain tanager,https://wikipedia.org/wiki/Black-chested_mountain_tanager
Black-chested prinia,https://wikipedia.org/wiki/Black-chested_prinia
Black-chested snake eagle,https://wikipedia.org/wiki/Black-chested_snake_eagle
Black-chested sparrow,https://wikipedia.org/wiki/Black-chested_sparrow
Black-chested tyrant,https://wikipedia.org/wiki/Black-chested_tyrant
Black-chinned antbird,https://wikipedia.org/wiki/Black-chinned_antbird
Black-chinned babbler,https://wikipedia.org/wiki/Black-chinned_babbler
Black-chinned fruit dove,https://wikipedia.org/wiki/Black-chinned_fruit_dove
Black-chinned honeyeater,https://wikipedia.org/wiki/Black-chinned_honeyeater
Black-chinned hummingbird,https://wikipedia.org/wiki/Black-chinned_hummingbird
Black-chinned monarch,https://wikipedia.org/wiki/Black-chinned_monarch
Black-chinned mountain tanager,https://wikipedia.org/wiki/Black-chinned_mountain_tanager
Black-chinned robin,https://wikipedia.org/wiki/Black-chinned_robin
Black-chinned siskin,https://wikipedia.org/wiki/Black-chinned_siskin
Black-chinned sparrow,https://wikipedia.org/wiki/Black-chinned_sparrow
Black-chinned weaver,https://wikipedia.org/wiki/Black-chinned_weaver
Black-chinned whistler,https://wikipedia.org/wiki/Black-chinned_whistler
Black-chinned yuhina,https://wikipedia.org/wiki/Black-chinned_yuhina
Black-collared apalis,https://wikipedia.org/wiki/Black-collared_apalis
Black-collared barbet,https://wikipedia.org/wiki/Black-collared_barbet
Black-collared bulbul,https://wikipedia.org/wiki/Black-collared_bulbul
Black-collared hawk,https://wikipedia.org/wiki/Black-collared_hawk
Black-collared jay,https://wikipedia.org/wiki/Black-collared_jay
Black-collared lovebird,https://wikipedia.org/wiki/Black-collared_lovebird
Black-collared starling,https://wikipedia.org/wiki/Black-collared_starling
Black-collared swallow,https://wikipedia.org/wiki/Black-collared_swallow
Black-cowled oriole,https://wikipedia.org/wiki/Black-cowled_oriole
Black-cowled saltator,https://wikipedia.org/wiki/Black-cowled_saltator
Black-crested antshrike,https://wikipedia.org/wiki/Black-crested_antshrike
Black-crested bulbul,https://wikipedia.org/wiki/Black-crested_bulbul
Black-crested coquette,https://wikipedia.org/wiki/Black-crested_coquette
Black-crested finch,https://wikipedia.org/wiki/Black-crested_finch
Black-crested titmouse,https://wikipedia.org/wiki/Black-crested_titmouse
Black-crested tit-tyrant,https://wikipedia.org/wiki/Black-crested_tit-tyrant
Black-crested warbler,https://wikipedia.org/wiki/Black-crested_warbler
Black-crowned antpitta,https://wikipedia.org/wiki/Black-crowned_antpitta
Black-crowned antshrike,https://wikipedia.org/wiki/Black-crowned_antshrike
Black-crowned babbler,https://wikipedia.org/wiki/Black-crowned_babbler
Black-crowned barwing,https://wikipedia.org/wiki/Black-crowned_barwing
Black-crowned fulvetta,https://wikipedia.org/wiki/Black-crowned_fulvetta
Black-crowned monjita,https://wikipedia.org/wiki/Black-crowned_monjita
Black-crowned night heron,https://wikipedia.org/wiki/Black-crowned_night_heron
Black-crowned pitta,https://wikipedia.org/wiki/Black-crowned_pitta
Black-crowned sparrow-lark,https://wikipedia.org/wiki/Black-crowned_sparrow-lark
Black-crowned tanager,https://wikipedia.org/wiki/Black-crowned_tanager
Black-crowned tchagra,https://wikipedia.org/wiki/Black-crowned_tchagra
Black-crowned tityra,https://wikipedia.org/wiki/Black-crowned_tityra
Black-crowned waxbill,https://wikipedia.org/wiki/Black-crowned_waxbill
Black-crowned white-eye,https://wikipedia.org/wiki/Black-crowned_white-eye
Black-dotted piculet,https://wikipedia.org/wiki/Black-dotted_piculet
Black-eared catbird,https://wikipedia.org/wiki/Black-eared_catbird
Black-eared cuckoo,https://wikipedia.org/wiki/Black-eared_cuckoo
Black-eared fairy,https://wikipedia.org/wiki/Black-eared_fairy
Black-eared ground thrush,https://wikipedia.org/wiki/Black-eared_ground_thrush
Black-eared hemispingus,https://wikipedia.org/wiki/Black-eared_hemispingus
Black-eared miner,https://wikipedia.org/wiki/Black-eared_miner
Black-eared oriole,https://wikipedia.org/wiki/Black-eared_oriole
Black-eared seedeater,https://wikipedia.org/wiki/Black-eared_seedeater
Black-eared shrike-babbler,https://wikipedia.org/wiki/Black-eared_shrike-babbler
Black-eared sparrow-lark,https://wikipedia.org/wiki/Black-eared_sparrow-lark
Black-eared warbler,https://wikipedia.org/wiki/Black-eared_warbler
Black-eared wood quail,https://wikipedia.org/wiki/Black-eared_wood_quail
Black-faced antbird,https://wikipedia.org/wiki/Black-faced_antbird
Black-faced antthrush,https://wikipedia.org/wiki/Black-faced_antthrush
