name,wikipedia_link
Streaky-headed seedeater,https://wikipedia.org/wiki/Streaky-headed_seedeater
Streamer-tailed tyrant,https://wikipedia.org/wiki/Streamer-tailed_tyrant
Stresemann's bristlefront,https://wikipedia.org/wiki/Stresemann%27s_bristlefront
Stresemann's bushcrow,https://wikipedia.org/wiki/Stresemann%27s_bushcrow
Striated antbird,https://wikipedia.org/wiki/Striated_antbird
Striated antthrush,https://wikipedia.org/wiki/Striated_antthrush
Striated babbler,https://wikipedia.org/wiki/Striated_babbler
Striated bulbul,https://wikipedia.org/wiki/Striated_bulbul
Striated caracara,https://wikipedia.org/wiki/Striated_caracara
Striated earthcreeper,https://wikipedia.org/wiki/Striated_earthcreeper
Striated fieldwren,https://wikipedia.org/wiki/Striated_fieldwren
Striated grassbird,https://wikipedia.org/wiki/Striated_grassbird
Striated grasswren,https://wikipedia.org/wiki/Striated_grasswren
Striated heron,https://wikipedia.org/wiki/Striated_heron
Striated laughingthrush,https://wikipedia.org/wiki/Striated_laughingthrush
Striated lorikeet,https://wikipedia.org/wiki/Striated_lorikeet
Striated pardalote,https://wikipedia.org/wiki/Striated_pardalote
Striated softtail,https://wikipedia.org/wiki/Striated_softtail
Striated starling,https://wikipedia.org/wiki/Striated_starling
Striated swallow,https://wikipedia.org/wiki/Striated_swallow
Striated thornbill,https://wikipedia.org/wiki/Striated_thornbill
Striated wren-babbler,https://wikipedia.org/wiki/Striated_wren-babbler
Striated yuhina,https://wikipedia.org/wiki/Striated_yuhina
Strickland's woodpecker,https://wikipedia.org/wiki/Strickland%27s_woodpecker
Striolated bunting,https://wikipedia.org/wiki/Striolated_bunting
Striolated manakin,https://wikipedia.org/wiki/Striolated_manakin
Striolated tit-spinetail,https://wikipedia.org/wiki/Striolated_tit-spinetail
Stripe-backed antbird,https://wikipedia.org/wiki/Stripe-backed_antbird
Stripe-backed bittern,https://wikipedia.org/wiki/Stripe-backed_bittern
Stripe-backed wren,https://wikipedia.org/wiki/Stripe-backed_wren
Stripe-billed aracari,https://wikipedia.org/wiki/Stripe-billed_aracari
Stripe-breasted rhabdornis,https://wikipedia.org/wiki/Stripe-breasted_rhabdornis
Stripe-breasted spinetail,https://wikipedia.org/wiki/Stripe-breasted_spinetail
Stripe-breasted starthroat,https://wikipedia.org/wiki/Stripe-breasted_starthroat
Stripe-breasted tit,https://wikipedia.org/wiki/Stripe-breasted_tit
Stripe-breasted woodpecker,https://wikipedia.org/wiki/Stripe-breasted_woodpecker
Stripe-breasted wren,https://wikipedia.org/wiki/Stripe-breasted_wren
Stripe-capped sparrow,https://wikipedia.org/wiki/Stripe-capped_sparrow
Stripe-cheeked greenbul,https://wikipedia.org/wiki/Stripe-cheeked_greenbul
Stripe-cheeked woodpecker,https://wikipedia.org/wiki/Stripe-cheeked_woodpecker
Stripe-chested antwren,https://wikipedia.org/wiki/Stripe-chested_antwren
Stripe-crowned sparrow,https://wikipedia.org/wiki/Stripe-crowned_sparrow
Stripe-crowned spinetail,https://wikipedia.org/wiki/Stripe-crowned_spinetail
Striped crake,https://wikipedia.org/wiki/Striped_crake
Striped cuckoo,https://wikipedia.org/wiki/Striped_cuckoo
Striped flowerpecker,https://wikipedia.org/wiki/Striped_flowerpecker
Striped flufftail,https://wikipedia.org/wiki/Striped_flufftail
Striped honeyeater,https://wikipedia.org/wiki/Striped_honeyeater
Striped kingfisher,https://wikipedia.org/wiki/Striped_kingfisher
Striped laughingthrush,https://wikipedia.org/wiki/Striped_laughingthrush
Striped owl,https://wikipedia.org/wiki/Striped_owl
Striped pipit,https://wikipedia.org/wiki/Striped_pipit
Striped sparrow,https://wikipedia.org/wiki/Striped_sparrow
Striped treehunter,https://wikipedia.org/wiki/Striped_treehunter
Striped woodcreeper,https://wikipedia.org/wiki/Striped_woodcreeper
Striped woodpecker,https://wikipedia.org/wiki/Striped_woodpecker
Striped wren-babbler,https://wikipedia.org/wiki/Striped_wren-babbler
Stripe-faced greenbul,https://wikipedia.org/wiki/Stripe-faced_greenbul
Stripe-faced wood quail,https://wikipedia.org/wiki/Stripe-faced_wood_quail
Stripe-headed antpitta,https://wikipedia.org/wiki/Stripe-headed_antpitta
Stripe-headed rhabdornis,https://wikipedia.org/wiki/Stripe-headed_rhabdornis
Stripe-headed sparrow,https://wikipedia.org/wiki/Stripe-headed_sparrow
Stripe-necked tody-tyrant,https://wikipedia.org/wiki/Stripe-necked_tody-tyrant
Stripe-tailed hummingbird,https://wikipedia.org/wiki/Stripe-tailed_hummingbird
Stripe-tailed yellow finch,https://wikipedia.org/wiki/Stripe-tailed_yellow_finch
Stripe-throated bulbul,https://wikipedia.org/wiki/Stripe-throated_bulbul
Stripe-throated hermit,https://wikipedia.org/wiki/Stripe-throated_hermit
Stripe-throated jery,https://wikipedia.org/wiki/Stripe-throated_jery
Stripe-throated wren,https://wikipedia.org/wiki/Stripe-throated_wren
Stripe-throated yuhina,https://wikipedia.org/wiki/Stripe-throated_yuhina
Strong-billed honeyeater,https://wikipedia.org/wiki/Strong-billed_honeyeater
Strong-billed woodcreeper,https://wikipedia.org/wiki/Strong-billed_woodcreeper
Stubble quail,https://wikipedia.org/wiki/Stubble_quail
Stub-tailed antbird,https://wikipedia.org/wiki/Stub-tailed_antbird
Stub-tailed spadebill,https://wikipedia.org/wiki/Stub-tailed_spadebill
Stuhlmann's starling,https://wikipedia.org/wiki/Stuhlmann%27s_starling
Styan's bulbul,https://wikipedia.org/wiki/Styan%27s_bulbul
Styan's grasshopper warbler,https://wikipedia.org/wiki/Styan%27s_grasshopper_warbler
Stygian owl,https://wikipedia.org/wiki/Stygian_owl
Subantarctic shearwater,https://wikipedia.org/wiki/Subantarctic_shearwater
Subantarctic snipe,https://wikipedia.org/wiki/Subantarctic_snipe
Subdesert brush warbler,https://wikipedia.org/wiki/Subdesert_brush_warbler
Subdesert mesite,https://wikipedia.org/wiki/Subdesert_mesite
Subtropical cacique,https://wikipedia.org/wiki/Subtropical_cacique
Subtropical doradito,https://wikipedia.org/wiki/Subtropical_doradito
Subtropical pygmy owl,https://wikipedia.org/wiki/Subtropical_pygmy_owl
Sucre antpitta,https://wikipedia.org/wiki/Sucre_antpitta
Sudan golden sparrow,https://wikipedia.org/wiki/Sudan_golden_sparrow
Suiriri flycatcher,https://wikipedia.org/wiki/Suiriri_flycatcher
Sula cicadabird,https://wikipedia.org/wiki/Sula_cicadabird
Sula cuckoo-dove,https://wikipedia.org/wiki/Sula_cuckoo-dove
Sula dwarf kingfisher,https://wikipedia.org/wiki/Sula_dwarf_kingfisher
Sula fruit dove,https://wikipedia.org/wiki/Sula_fruit_dove
Sula hanging parrot,https://wikipedia.org/wiki/Sula_hanging_parrot
Sula jungle flycatcher,https://wikipedia.org/wiki/Sula_jungle_flycatcher
Sula megapode,https://wikipedia.org/wiki/Sula_megapode
Sula pitta,https://wikipedia.org/wiki/Sula_pitta
Sula scops owl,https://wikipedia.org/wiki/Sula_scops_owl
Sulawesi babbler,https://wikipedia.org/wiki/Sulawesi_babbler
Sulawesi blue flycatcher,https://wikipedia.org/wiki/Sulawesi_blue_flycatcher
Sulawesi bush warbler,https://wikipedia.org/wiki/Sulawesi_bush_warbler
Sulawesi cicadabird,https://wikipedia.org/wiki/Sulawesi_cicadabird
Sulawesi cuckoo,https://wikipedia.org/wiki/Sulawesi_cuckoo
Sulawesi drongo,https://wikipedia.org/wiki/Sulawesi_drongo
Sulawesi dwarf kingfisher,https://wikipedia.org/wiki/Sulawesi_dwarf_kingfisher
Sulawesi fantail,https://wikipedia.org/wiki/Sulawesi_fantail
Sulawesi goshawk,https://wikipedia.org/wiki/Sulawesi_goshawk
Sulawesi ground dove,https://wikipedia.org/wiki/Sulawesi_ground_dove
Sulawesi hawk-eagle,https://wikipedia.org/wiki/Sulawesi_hawk-eagle
Sulawesi hornbill,https://wikipedia.org/wiki/Sulawesi_hornbill
Sulawesi leaf warbler,https://wikipedia.org/wiki/Sulawesi_leaf_warbler
Sulawesi masked owl,https://wikipedia.org/wiki/Sulawesi_masked_owl
Sulawesi myna,https://wikipedia.org/wiki/Sulawesi_myna
Sulawesi myzomela,https://wikipedia.org/wiki/Sulawesi_myzomela
Sulawesi nightjar,https://wikipedia.org/wiki/Sulawesi_nightjar
Sulawesi pitta,https://wikipedia.org/wiki/Sulawesi_pitta
Sulawesi pygmy woodpecker,https://wikipedia.org/wiki/Sulawesi_pygmy_woodpecker
Sulawesi scops owl,https://wikipedia.org/wiki/Sulawesi_scops_owl
Sulawesi serpent eagle,https://wikipedia.org/wiki/Sulawesi_serpent_eagle
Sulawesi streaked flycatcher,https://wikipedia.org/wiki/Sulawesi_streaked_flycatcher
Sulawesi swiftlet,https://wikipedia.org/wiki/Sulawesi_swiftlet
Sulawesi thrush,https://wikipedia.org/wiki/Sulawesi_thrush
Sulawesi woodcock,https://wikipedia.org/wiki/Sulawesi_woodcock
Sulphur-bearded reedhaunter,https://wikipedia.org/wiki/Sulphur-bearded_reedhaunter
Sulphur-bellied bulbul,https://wikipedia.org/wiki/Sulphur-bellied_bulbul
Sulphur-bellied flycatcher,https://wikipedia.org/wiki/Sulphur-bellied_flycatcher
Sulphur-bellied tyrannulet,https://wikipedia.org/wiki/Sulphur-bellied_tyrannulet
Sulphur-bellied tyrant-manakin,https://wikipedia.org/wiki/Sulphur-bellied_tyrant-manakin
Sulphur-bellied warbler,https://wikipedia.org/wiki/Sulphur-bellied_warbler
Sulphur-billed nuthatch,https://wikipedia.org/wiki/Sulphur-billed_nuthatch
Sulphur-breasted myzomela,https://wikipedia.org/wiki/Sulphur-breasted_myzomela
Sulphur-breasted parakeet,https://wikipedia.org/wiki/Sulphur-breasted_parakeet
Sulphur-breasted warbler,https://wikipedia.org/wiki/Sulphur-breasted_warbler
Sulphur-crested cockatoo,https://wikipedia.org/wiki/Sulphur-crested_cockatoo
Sulphur-rumped myiobius,https://wikipedia.org/wiki/Sulphur-rumped_myiobius
Sulphur-rumped tanager,https://wikipedia.org/wiki/Sulphur-rumped_tanager
Sulphur-throated finch,https://wikipedia.org/wiki/Sulphur-throated_finch
Sulphur-vented whistler,https://wikipedia.org/wiki/Sulphur-vented_whistler
Sulphur-winged parakeet,https://wikipedia.org/wiki/Sulphur-winged_parakeet
Sulphury flycatcher,https://wikipedia.org/wiki/Sulphury_flycatcher
Sultan tit,https://wikipedia.org/wiki/Sultan_tit
Sultan's cuckoo-dove,https://wikipedia.org/wiki/Sultan%27s_cuckoo-dove
Sulu bleeding-heart,https://wikipedia.org/wiki/Sulu_bleeding-heart
Sulu hawk-owl,https://wikipedia.org/wiki/Sulu_hawk-owl
Sulu hornbill,https://wikipedia.org/wiki/Sulu_hornbill
Sulu pygmy woodpecker,https://wikipedia.org/wiki/Sulu_pygmy_woodpecker
Sumatran babbler,https://wikipedia.org/wiki/Sumatran_babbler
Sumatran blue robin,https://wikipedia.org/wiki/Sumatran_blue_robin
Sumatran cochoa,https://wikipedia.org/wiki/Sumatran_cochoa
Sumatran drongo,https://wikipedia.org/wiki/Sumatran_drongo
Sumatran frogmouth,https://wikipedia.org/wiki/Sumatran_frogmouth
Sumatran green pigeon,https://wikipedia.org/wiki/Sumatran_green_pigeon
Sumatran ground cuckoo,https://wikipedia.org/wiki/Sumatran_ground_cuckoo
Sumatran laughingthrush,https://wikipedia.org/wiki/Sumatran_laughingthrush
Sumatran leafbird,https://wikipedia.org/wiki/Sumatran_leafbird
Sumatran partridge,https://wikipedia.org/wiki/Sumatran_partridge
Sumatran treepie,https://wikipedia.org/wiki/Sumatran_treepie
Sumatran trogon,https://wikipedia.org/wiki/Sumatran_trogon
Sumatran wren-babbler,https://wikipedia.org/wiki/Sumatran_wren-babbler
Sumba boobook,https://wikipedia.org/wiki/Sumba_boobook
Sumba brown flycatcher,https://wikipedia.org/wiki/Sumba_brown_flycatcher
Sumba buttonquail,https://wikipedia.org/wiki/Sumba_buttonquail
Sumba flycatcher,https://wikipedia.org/wiki/Sumba_flycatcher
Sumba green pigeon,https://wikipedia.org/wiki/Sumba_green_pigeon
Sumba hornbill,https://wikipedia.org/wiki/Sumba_hornbill
Sumba myzomela,https://wikipedia.org/wiki/Sumba_myzomela
Sumichrast's wren,https://wikipedia.org/wiki/Sumichrast%27s_wren
Summer tanager,https://wikipedia.org/wiki/Summer_tanager
Sun lark,https://wikipedia.org/wiki/Sun_lark
Sun parakeet,https://wikipedia.org/wiki/Sun_parakeet
Sunbittern,https://wikipedia.org/wiki/Sunbittern
Sunda blue flycatcher,https://wikipedia.org/wiki/Sunda_blue_flycatcher
Sunda bulbul,https://wikipedia.org/wiki/Sunda_bulbul
Sunda bush warbler,https://wikipedia.org/wiki/Sunda_bush_warbler
Sunda collared dove,https://wikipedia.org/wiki/Sunda_collared_dove
Sunda coucal,https://wikipedia.org/wiki/Sunda_coucal
Sunda cuckoo,https://wikipedia.org/wiki/Sunda_cuckoo
Sunda cuckooshrike,https://wikipedia.org/wiki/Sunda_cuckooshrike
Sunda forktail,https://wikipedia.org/wiki/Sunda_forktail
Sunda frogmouth,https://wikipedia.org/wiki/Sunda_frogmouth
Sunda laughingthrush,https://wikipedia.org/wiki/Sunda_laughingthrush
Sunda minivet,https://wikipedia.org/wiki/Sunda_minivet
Sunda owlet,https://wikipedia.org/wiki/Sunda_owlet
Sunda pygmy woodpecker,https://wikipedia.org/wiki/Sunda_pygmy_woodpecker
Sunda robin,https://wikipedia.org/wiki/Sunda_robin
Sunda scops owl,https://wikipedia.org/wiki/Sunda_scops_owl
Sunda teal,https://wikipedia.org/wiki/Sunda_teal
Sunda thrush,https://wikipedia.org/wiki/Sunda_thrush
Sunda warbler,https://wikipedia.org/wiki/Sunda_warbler
Sungrebe,https://wikipedia.org/wiki/Sungrebe
Sunset lorikeet,https://wikipedia.org/wiki/Sunset_lorikeet
Superb fairywren,https://wikipedia.org/wiki/Superb_fairywren
Superb fruit dove,https://wikipedia.org/wiki/Superb_fruit_dove
Superb lyrebird,https://wikipedia.org/wiki/Superb_lyrebird
Superb parrot,https://wikipedia.org/wiki/Superb_parrot
Superb pitta,https://wikipedia.org/wiki/Superb_pitta
Superb starling,https://wikipedia.org/wiki/Superb_starling
Superb sunbird,https://wikipedia.org/wiki/Superb_sunbird
Superciliaried hemispingus,https://wikipedia.org/wiki/Superciliaried_hemispingus
Superciliated wren,https://wikipedia.org/wiki/Superciliated_wren
Surf scoter,https://wikipedia.org/wiki/Surf_scoter
Surfbird,https://wikipedia.org/wiki/Surfbird
Surucua trogon,https://wikipedia.org/wiki/Surucua_trogon
Swahili sparrow,https://wikipedia.org/wiki/Swahili_sparrow
Swainson's flycatcher,https://wikipedia.org/wiki/Swainson%27s_flycatcher
Swainson's hawk,https://wikipedia.org/wiki/Swainson%27s_hawk
Swainson's sparrow,https://wikipedia.org/wiki/Swainson%27s_sparrow
Swainson's spurfowl,https://wikipedia.org/wiki/Swainson%27s_spurfowl
Swainson's thrush,https://wikipedia.org/wiki/Swainson%27s_thrush
Swainson's warbler,https://wikipedia.org/wiki/Swainson%27s_warbler
Swallow tanager,https://wikipedia.org/wiki/Swallow_tanager
Swallow-tailed bee-eater,https://wikipedia.org/wiki/Swallow-tailed_bee-eater
Swallow-tailed cotinga,https://wikipedia.org/wiki/Swallow-tailed_cotinga
Swallow-tailed gull,https://wikipedia.org/wiki/Swallow-tailed_gull
Swallow-tailed hummingbird,https://wikipedia.org/wiki/Swallow-tailed_hummingbird
Swallow-tailed kite,https://wikipedia.org/wiki/Swallow-tailed_kite
Swallow-tailed nightjar,https://wikipedia.org/wiki/Swallow-tailed_nightjar
Swallow-winged puffbird,https://wikipedia.org/wiki/Swallow-winged_puffbird
Swamp boubou,https://wikipedia.org/wiki/Swamp_boubou
Swamp flycatcher,https://wikipedia.org/wiki/Swamp_flycatcher
Swamp francolin,https://wikipedia.org/wiki/Swamp_francolin
Swamp grass babbler,https://wikipedia.org/wiki/Swamp_grass_babbler
Swamp harrier,https://wikipedia.org/wiki/Swamp_harrier
Swamp nightjar,https://wikipedia.org/wiki/Swamp_nightjar
Swamp palm bulbul,https://wikipedia.org/wiki/Swamp_palm_bulbul
Swamp sparrow,https://wikipedia.org/wiki/Swamp_sparrow
Swan goose,https://wikipedia.org/wiki/Swan_goose
Swee waxbill,https://wikipedia.org/wiki/Swee_waxbill
Swierstra's spurfowl,https://wikipedia.org/wiki/Swierstra%27s_spurfowl
Swift parrot,https://wikipedia.org/wiki/Swift_parrot
Swinhoe's minivet,https://wikipedia.org/wiki/Swinhoe%27s_minivet
Swinhoe's pheasant,https://wikipedia.org/wiki/Swinhoe%27s_pheasant
Swinhoe's prinia,https://wikipedia.org/wiki/Swinhoe%27s_prinia
Swinhoe's rail,https://wikipedia.org/wiki/Swinhoe%27s_rail
Swinhoe's snipe,https://wikipedia.org/wiki/Swinhoe%27s_snipe
Swinhoe's storm petrel,https://wikipedia.org/wiki/Swinhoe%27s_storm_petrel
Swinhoe's white-eye,https://wikipedia.org/wiki/Swinhoe%27s_white-eye
Sword-billed hummingbird,https://wikipedia.org/wiki/Sword-billed_hummingbird
Swynnerton's robin,https://wikipedia.org/wiki/Swynnerton%27s_robin
Sykes's lark,https://wikipedia.org/wiki/Sykes%27s_lark
Sykes's nightjar,https://wikipedia.org/wiki/Sykes%27s_nightjar
Sykes's warbler,https://wikipedia.org/wiki/Sykes%27s_warbler
Syrian serin,https://wikipedia.org/wiki/Syrian_serin
Syrian woodpecker,https://wikipedia.org/wiki/Syrian_woodpecker
Szechenyi's monal-partridge,https://wikipedia.org/wiki/Szechenyi%27s_monal-partridge
Tabar pitta,https://wikipedia.org/wiki/Tabar_pitta
Tablas drongo,https://wikipedia.org/wiki/Tablas_drongo
Tablas fantail,https://wikipedia.org/wiki/Tablas_fantail
Tacarcuna bush tanager,https://wikipedia.org/wiki/Tacarcuna_bush_tanager
Tacarcuna tapaculo,https://wikipedia.org/wiki/Tacarcuna_tapaculo
Tacarcuna warbler,https://wikipedia.org/wiki/Tacarcuna_warbler
Tacarcuna wood quail,https://wikipedia.org/wiki/Tacarcuna_wood_quail
Tacazze sunbird,https://wikipedia.org/wiki/Tacazze_sunbird
Táchira antpitta,https://wikipedia.org/wiki/T%C3%A1chira_antpitta
Taczanowski's ground tyrant,https://wikipedia.org/wiki/Taczanowski%27s_ground_tyrant
Taczanowski's tinamou,https://wikipedia.org/wiki/Taczanowski%27s_tinamou
Tagula butcherbird,https://wikipedia.org/wiki/Tagula_butcherbird
Tagula honeyeater,https://wikipedia.org/wiki/Tagula_honeyeater
Tagula shrikethrush,https://wikipedia.org/wiki/Tagula_shrikethrush
Tagula white-eye,https://wikipedia.org/wiki/Tagula_white-eye
Tahiti crake,https://wikipedia.org/wiki/Tahiti_crake
Tahiti monarch,https://wikipedia.org/wiki/Tahiti_monarch
Tahiti petrel,https://wikipedia.org/wiki/Tahiti_petrel
Tahiti rail,https://wikipedia.org/wiki/Tahiti_rail
Tahiti reed warbler,https://wikipedia.org/wiki/Tahiti_reed_warbler
Tahiti sandpiper,https://wikipedia.org/wiki/Tahiti_sandpiper
Tahiti swiftlet,https://wikipedia.org/wiki/Tahiti_swiftlet
Taiga bean goose,https://wikipedia.org/wiki/Taiga_bean_goose
Taiga flycatcher,https://wikipedia.org/wiki/Taiga_flycatcher
Taita apalis,https://wikipedia.org/wiki/Taita_apalis
Taita falcon,https://wikipedia.org/wiki/Taita_falcon
Taita fiscal,https://wikipedia.org/wiki/Taita_fiscal
Taita thrush,https://wikipedia.org/wiki/Taita_thrush
Taita white-eye,https://wikipedia.org/wiki/Taita_white-eye
Taiwan bamboo partridge,https://wikipedia.org/wiki/Taiwan_bamboo_partridge
Taiwan barbet,https://wikipedia.org/wiki/Taiwan_barbet
Taiwan barwing,https://wikipedia.org/wiki/Taiwan_barwing
Taiwan blue magpie,https://wikipedia.org/wiki/Taiwan_blue_magpie
Taiwan bush warbler,https://wikipedia.org/wiki/Taiwan_bush_warbler
Taiwan cupwing,https://wikipedia.org/wiki/Taiwan_cupwing
Taiwan fulvetta,https://wikipedia.org/wiki/Taiwan_fulvetta
Taiwan hwamei,https://wikipedia.org/wiki/Taiwan_hwamei
Taiwan partridge,https://wikipedia.org/wiki/Taiwan_partridge
Taiwan rosefinch,https://wikipedia.org/wiki/Taiwan_rosefinch
Taiwan scimitar babbler,https://wikipedia.org/wiki/Taiwan_scimitar_babbler
Taiwan shortwing,https://wikipedia.org/wiki/Taiwan_shortwing
Taiwan whistling thrush,https://wikipedia.org/wiki/Taiwan_whistling_thrush
Taiwan yuhina,https://wikipedia.org/wiki/Taiwan_yuhina
Talamanca hummingbird,https://wikipedia.org/wiki/Talamanca_hummingbird
Talaud bush-hen,https://wikipedia.org/wiki/Talaud_bush-hen
Talaud kingfisher,https://wikipedia.org/wiki/Talaud_kingfisher
Talaud rail,https://wikipedia.org/wiki/Talaud_rail
Taliabu fantail,https://wikipedia.org/wiki/Taliabu_fantail
Taliabu grasshopper warbler,https://wikipedia.org/wiki/Taliabu_grasshopper_warbler
Taliabu leaf warbler,https://wikipedia.org/wiki/Taliabu_leaf_warbler
Taliabu masked owl,https://wikipedia.org/wiki/Taliabu_masked_owl
Taliabu myzomela,https://wikipedia.org/wiki/Taliabu_myzomela
Tamarugo conebill,https://wikipedia.org/wiki/Tamarugo_conebill
Tamaulipas crow,https://wikipedia.org/wiki/Tamaulipas_crow
Tamaulipas pygmy owl,https://wikipedia.org/wiki/Tamaulipas_pygmy_owl
Tambourine dove,https://wikipedia.org/wiki/Tambourine_dove
Tana River cisticola,https://wikipedia.org/wiki/Tana_River_cisticola
Tanager finch,https://wikipedia.org/wiki/Tanager_finch
Tanahjampea blue flycatcher,https://wikipedia.org/wiki/Tanahjampea_blue_flycatcher
Tan-capped catbird,https://wikipedia.org/wiki/Tan-capped_catbird
Tanimbar boobook,https://wikipedia.org/wiki/Tanimbar_boobook
Tanimbar bush warbler,https://wikipedia.org/wiki/Tanimbar_bush_warbler
Tanimbar corella,https://wikipedia.org/wiki/Tanimbar_corella
Tanimbar cuckoo-dove,https://wikipedia.org/wiki/Tanimbar_cuckoo-dove
Tanimbar flycatcher,https://wikipedia.org/wiki/Tanimbar_flycatcher
Tanimbar friarbird,https://wikipedia.org/wiki/Tanimbar_friarbird
Tanimbar megapode,https://wikipedia.org/wiki/Tanimbar_megapode
Tanimbar oriole,https://wikipedia.org/wiki/Tanimbar_oriole
Tanimbar starling,https://wikipedia.org/wiki/Tanimbar_starling
Tanna fruit dove,https://wikipedia.org/wiki/Tanna_fruit_dove
Tanna ground dove,https://wikipedia.org/wiki/Tanna_ground_dove
Tanzanian masked weaver,https://wikipedia.org/wiki/Tanzanian_masked_weaver
Tanzanian red-billed hornbill,https://wikipedia.org/wiki/Tanzanian_red-billed_hornbill
Tapajos antpitta,https://wikipedia.org/wiki/Tapajos_antpitta
Tapajos fire-eye,https://wikipedia.org/wiki/Tapajos_fire-eye
Tapajós hermit,https://wikipedia.org/wiki/Tapaj%C3%B3s_hermit
Tarim babbler,https://wikipedia.org/wiki/Tarim_babbler
Tasman starling,https://wikipedia.org/wiki/Tasman_starling
Tasmanian nativehen,https://wikipedia.org/wiki/Tasmanian_nativehen
Tasmanian scrubwren,https://wikipedia.org/wiki/Tasmanian_scrubwren
Tasmanian thornbill,https://wikipedia.org/wiki/Tasmanian_thornbill
Tatama tapaculo,https://wikipedia.org/wiki/Tatama_tapaculo
Tataupa tinamou,https://wikipedia.org/wiki/Tataupa_tinamou
Taveta weaver,https://wikipedia.org/wiki/Taveta_weaver
Taveuni silktail,https://wikipedia.org/wiki/Taveuni_silktail
Tawitawi brown dove,https://wikipedia.org/wiki/Tawitawi_brown_dove
Tawny antpitta,https://wikipedia.org/wiki/Tawny_antpitta
Tawny eagle,https://wikipedia.org/wiki/Tawny_eagle
Tawny fish owl,https://wikipedia.org/wiki/Tawny_fish_owl
Tawny frogmouth,https://wikipedia.org/wiki/Tawny_frogmouth
Tawny grassbird,https://wikipedia.org/wiki/Tawny_grassbird
Tawny owl,https://wikipedia.org/wiki/Tawny_owl
Tawny pipit,https://wikipedia.org/wiki/Tawny_pipit
Tawny straightbill,https://wikipedia.org/wiki/Tawny_straightbill
Tawny tit-spinetail,https://wikipedia.org/wiki/Tawny_tit-spinetail
Tawny-backed fantail,https://wikipedia.org/wiki/Tawny-backed_fantail
Tawny-bellied babbler,https://wikipedia.org/wiki/Tawny-bellied_babbler
Tawny-bellied hermit,https://wikipedia.org/wiki/Tawny-bellied_hermit
Tawny-bellied screech owl,https://wikipedia.org/wiki/Tawny-bellied_screech_owl
Tawny-bellied seedeater,https://wikipedia.org/wiki/Tawny-bellied_seedeater
Tawny-breasted honeyeater,https://wikipedia.org/wiki/Tawny-breasted_honeyeater
Tawny-breasted myiobius,https://wikipedia.org/wiki/Tawny-breasted_myiobius
Tawny-breasted parrotfinch,https://wikipedia.org/wiki/Tawny-breasted_parrotfinch
Tawny-breasted tinamou,https://wikipedia.org/wiki/Tawny-breasted_tinamou
Tawny-breasted wren-babbler,https://wikipedia.org/wiki/Tawny-breasted_wren-babbler
Tawny-browed owl,https://wikipedia.org/wiki/Tawny-browed_owl
Tawny-capped euphonia,https://wikipedia.org/wiki/Tawny-capped_euphonia
Tawny-chested flycatcher,https://wikipedia.org/wiki/Tawny-chested_flycatcher
Tawny-collared nightjar,https://wikipedia.org/wiki/Tawny-collared_nightjar
Tawny-crested tanager,https://wikipedia.org/wiki/Tawny-crested_tanager
Tawny-crowned greenlet,https://wikipedia.org/wiki/Tawny-crowned_greenlet
Tawny-crowned honeyeater,https://wikipedia.org/wiki/Tawny-crowned_honeyeater
Tawny-crowned pygmy tyrant,https://wikipedia.org/wiki/Tawny-crowned_pygmy_tyrant
Tawny-faced gnatwren,https://wikipedia.org/wiki/Tawny-faced_gnatwren
Tawny-faced quail,https://wikipedia.org/wiki/Tawny-faced_quail
Tawny-flanked prinia,https://wikipedia.org/wiki/Tawny-flanked_prinia
Tawny-headed swallow,https://wikipedia.org/wiki/Tawny-headed_swallow
Tawny-rumped tyrannulet,https://wikipedia.org/wiki/Tawny-rumped_tyrannulet
Tawny-shouldered blackbird,https://wikipedia.org/wiki/Tawny-shouldered_blackbird
Tawny-throated dotterel,https://wikipedia.org/wiki/Tawny-throated_dotterel
Tawny-throated leaftosser,https://wikipedia.org/wiki/Tawny-throated_leaftosser
Tawny-tufted toucanet,https://wikipedia.org/wiki/Tawny-tufted_toucanet
Tawny-winged woodcreeper,https://wikipedia.org/wiki/Tawny-winged_woodcreeper
Teardrop white-eye,https://wikipedia.org/wiki/Teardrop_white-eye
Temminck's babbler,https://wikipedia.org/wiki/Temminck%27s_babbler
Temminck's courser,https://wikipedia.org/wiki/Temminck%27s_courser
Temminck's lark,https://wikipedia.org/wiki/Temminck%27s_lark
Temminck's seedeater,https://wikipedia.org/wiki/Temminck%27s_seedeater
Temminck's stint,https://wikipedia.org/wiki/Temminck%27s_stint
Temminck's sunbird,https://wikipedia.org/wiki/Temminck%27s_sunbird
Temminck's tragopan,https://wikipedia.org/wiki/Temminck%27s_tragopan
Temotu whistler,https://wikipedia.org/wiki/Temotu_whistler
Tenerife blue chaffinch,https://wikipedia.org/wiki/Tenerife_blue_chaffinch
Tenggara swiftlet,https://wikipedia.org/wiki/Tenggara_swiftlet
Tennessee warbler,https://wikipedia.org/wiki/Tennessee_warbler
Tepui antpitta,https://wikipedia.org/wiki/Tepui_antpitta
Tepui brushfinch,https://wikipedia.org/wiki/Tepui_brushfinch
Tepui elaenia,https://wikipedia.org/wiki/Tepui_elaenia
Tepui flycatcher,https://wikipedia.org/wiki/Tepui_flycatcher
Tepui foliage-gleaner,https://wikipedia.org/wiki/Tepui_foliage-gleaner
